emp_id,item_id,year,week,quantity,weekx,FileName
EMP244,PROD_001,2020,1,34,35,capstone_data_complete
EMP244,PROD_001,2020,1,36,36,capstone_data_complete
EMP244,PROD_001,2020,1,47,37,capstone_data_complete
EMP244,PROD_001,2020,1,24,38,capstone_data_complete
EMP244,PROD_001,2020,1,35,39,capstone_data_complete
EMP244,PROD_001,2020,1,47,40,capstone_data_complete
EMP244,PROD_001,2020,1,34,41,capstone_data_complete
EMP244,PROD_001,2020,1,46,42,capstone_data_complete
EMP244,PROD_001,2020,1,41,43,capstone_data_complete
EMP244,PROD_001,2020,1,34,44,capstone_data_complete
EMP244,PROD_001,2020,1,39,45,capstone_data_complete
EMP244,PROD_001,2020,1,44,46,capstone_data_complete
EMP244,PROD_001,2020,1,46,47,capstone_data_complete
EMP244,PROD_001,2020,1,46,48,capstone_data_complete
EMP244,PROD_001,2020,1,41,49,capstone_data_complete
EMP244,PROD_001,2020,1,57,50,capstone_data_complete
EMP244,PROD_001,2020,1,73,51,capstone_data_complete
EMP244,PROD_001,2019,1,35,0,capstone_data_complete
EMP244,PROD_001,2019,1,34,1,capstone_data_complete
EMP244,PROD_001,2019,1,40,2,capstone_data_complete
EMP244,PROD_001,2019,1,36,3,capstone_data_complete
EMP244,PROD_001,2019,1,45,4,capstone_data_complete
EMP244,PROD_001,2019,1,37,5,capstone_data_complete
EMP244,PROD_001,2019,1,43,6,capstone_data_complete
EMP244,PROD_001,2019,1,47,7,capstone_data_complete
EMP244,PROD_001,2019,1,34,8,capstone_data_complete
EMP244,PROD_001,2019,1,39,9,capstone_data_complete
EMP244,PROD_001,2019,1,33,10,capstone_data_complete
EMP244,PROD_001,2019,1,41,11,capstone_data_complete
EMP244,PROD_001,2019,1,47,12,capstone_data_complete
EMP244,PROD_001,2019,1,40,13,capstone_data_complete
EMP244,PROD_001,2019,1,47,14,capstone_data_complete
EMP244,PROD_001,2019,1,53,15,capstone_data_complete
EMP244,PROD_001,2019,1,44,16,capstone_data_complete
EMP244,PROD_001,2019,1,39,17,capstone_data_complete
EMP244,PROD_001,2019,1,42,18,capstone_data_complete
EMP244,PROD_001,2019,1,41,19,capstone_data_complete
EMP244,PROD_001,2019,1,44,20,capstone_data_complete
EMP244,PROD_001,2019,1,51,21,capstone_data_complete
EMP244,PROD_001,2019,1,47,22,capstone_data_complete
EMP244,PROD_001,2019,1,44,23,capstone_data_complete
EMP244,PROD_001,2019,1,38,24,capstone_data_complete
EMP244,PROD_001,2019,1,32,25,capstone_data_complete
EMP244,PROD_001,2019,1,29,26,capstone_data_complete
EMP244,PROD_001,2019,1,41,27,capstone_data_complete
EMP244,PROD_001,2019,1,27,28,capstone_data_complete
EMP244,PROD_001,2019,1,21,29,capstone_data_complete
EMP244,PROD_001,2019,1,36,30,capstone_data_complete
EMP244,PROD_001,2019,1,27,31,capstone_data_complete
EMP244,PROD_001,2019,1,30,32,capstone_data_complete
EMP244,PROD_001,2019,1,19,33,capstone_data_complete
EMP244,PROD_001,2019,1,46,34,capstone_data_complete
EMP244,PROD_001,2019,1,31,35,capstone_data_complete
EMP244,PROD_001,2019,1,33,36,capstone_data_complete
EMP244,PROD_001,2019,1,29,37,capstone_data_complete
EMP244,PROD_001,2019,1,36,38,capstone_data_complete
EMP244,PROD_001,2019,1,34,39,capstone_data_complete
EMP244,PROD_001,2019,1,25,40,capstone_data_complete
EMP244,PROD_001,2019,1,27,41,capstone_data_complete
EMP244,PROD_001,2019,1,52,42,capstone_data_complete
EMP244,PROD_001,2019,1,36,43,capstone_data_complete
EMP244,PROD_001,2019,1,43,44,capstone_data_complete
EMP244,PROD_001,2019,1,31,45,capstone_data_complete
EMP244,PROD_001,2019,1,37,46,capstone_data_complete
EMP244,PROD_001,2019,1,38,47,capstone_data_complete
EMP244,PROD_001,2019,1,42,48,capstone_data_complete
EMP244,PROD_001,2019,1,28,49,capstone_data_complete
EMP244,PROD_001,2019,1,28,50,capstone_data_complete
EMP244,PROD_001,2019,1,26,51,capstone_data_complete
EMP244,PROD_002,2020,1,36,0,capstone_data_complete
EMP244,PROD_002,2020,1,42,1,capstone_data_complete
EMP244,PROD_002,2020,1,27,2,capstone_data_complete
EMP244,PROD_002,2020,1,33,3,capstone_data_complete
EMP244,PROD_002,2020,1,40,4,capstone_data_complete
EMP244,PROD_002,2020,1,48,5,capstone_data_complete
EMP244,PROD_002,2020,1,38,6,capstone_data_complete
EMP244,PROD_002,2020,1,39,7,capstone_data_complete
EMP244,PROD_002,2020,1,41,8,capstone_data_complete
EMP244,PROD_002,2020,1,39,9,capstone_data_complete
EMP244,PROD_002,2020,1,44,10,capstone_data_complete
EMP244,PROD_002,2020,1,35,11,capstone_data_complete
EMP244,PROD_002,2020,1,53,12,capstone_data_complete
EMP244,PROD_002,2020,1,52,13,capstone_data_complete
EMP244,PROD_002,2020,1,43,14,capstone_data_complete
EMP244,PROD_002,2020,1,45,15,capstone_data_complete
EMP244,PROD_002,2020,1,41,16,capstone_data_complete
EMP244,PROD_002,2020,1,42,17,capstone_data_complete
EMP244,PROD_002,2020,1,43,18,capstone_data_complete
EMP244,PROD_002,2020,1,26,19,capstone_data_complete
EMP244,PROD_002,2020,1,35,20,capstone_data_complete
EMP244,PROD_002,2020,1,29,21,capstone_data_complete
EMP244,PROD_002,2020,1,48,22,capstone_data_complete
EMP244,PROD_002,2020,1,24,23,capstone_data_complete
EMP244,PROD_002,2020,1,33,24,capstone_data_complete
EMP244,PROD_002,2020,1,34,25,capstone_data_complete
EMP244,PROD_002,2020,1,23,26,capstone_data_complete
EMP244,PROD_002,2020,1,24,27,capstone_data_complete
EMP244,PROD_002,2020,1,26,28,capstone_data_complete
EMP244,PROD_002,2020,1,28,29,capstone_data_complete
EMP244,PROD_002,2020,1,32,30,capstone_data_complete
EMP244,PROD_002,2020,1,34,31,capstone_data_complete
EMP244,PROD_002,2020,1,38,32,capstone_data_complete
EMP244,PROD_002,2020,1,40,33,capstone_data_complete
EMP244,PROD_002,2020,1,32,34,capstone_data_complete
EMP244,PROD_002,2020,1,31,35,capstone_data_complete
EMP244,PROD_002,2020,1,50,36,capstone_data_complete
EMP244,PROD_002,2020,1,36,37,capstone_data_complete
EMP244,PROD_002,2020,1,43,38,capstone_data_complete
EMP244,PROD_002,2020,1,42,39,capstone_data_complete
EMP244,PROD_002,2020,1,32,40,capstone_data_complete
EMP244,PROD_002,2020,1,32,41,capstone_data_complete
EMP244,PROD_002,2020,1,38,42,capstone_data_complete
EMP244,PROD_002,2020,1,36,43,capstone_data_complete
EMP244,PROD_002,2020,1,39,44,capstone_data_complete
EMP244,PROD_002,2020,1,32,45,capstone_data_complete
EMP244,PROD_002,2020,1,31,46,capstone_data_complete
EMP244,PROD_002,2020,1,39,47,capstone_data_complete
EMP244,PROD_002,2020,1,23,48,capstone_data_complete
EMP244,PROD_002,2020,1,40,49,capstone_data_complete
EMP244,PROD_002,2020,1,32,50,capstone_data_complete
EMP244,PROD_002,2020,1,14,51,capstone_data_complete
EMP244,PROD_002,2019,1,41,0,capstone_data_complete
EMP244,PROD_002,2019,1,27,1,capstone_data_complete
EMP244,PROD_002,2019,1,27,2,capstone_data_complete
EMP244,PROD_002,2019,1,51,3,capstone_data_complete
EMP244,PROD_002,2019,1,37,4,capstone_data_complete
EMP244,PROD_002,2019,1,38,5,capstone_data_complete
EMP244,PROD_002,2019,1,48,6,capstone_data_complete
EMP244,PROD_002,2019,1,40,7,capstone_data_complete
EMP244,PROD_002,2019,1,39,8,capstone_data_complete
EMP244,PROD_002,2019,1,40,9,capstone_data_complete
EMP244,PROD_002,2019,1,47,10,capstone_data_complete
EMP244,PROD_002,2019,1,31,11,capstone_data_complete
EMP244,PROD_002,2019,1,48,12,capstone_data_complete
EMP244,PROD_002,2019,1,43,13,capstone_data_complete
EMP244,PROD_002,2019,1,37,14,capstone_data_complete
EMP244,PROD_002,2019,1,45,15,capstone_data_complete
EMP244,PROD_002,2019,1,47,16,capstone_data_complete
EMP244,PROD_002,2019,1,39,17,capstone_data_complete
EMP244,PROD_002,2019,1,50,18,capstone_data_complete
EMP244,PROD_002,2019,1,38,19,capstone_data_complete
EMP244,PROD_002,2019,1,38,20,capstone_data_complete
EMP244,PROD_002,2019,1,44,21,capstone_data_complete
EMP244,PROD_002,2019,1,33,22,capstone_data_complete
EMP244,PROD_002,2019,1,27,23,capstone_data_complete
EMP244,PROD_002,2019,1,39,24,capstone_data_complete
EMP244,PROD_002,2019,1,23,25,capstone_data_complete
EMP244,PROD_002,2019,1,22,26,capstone_data_complete
EMP244,PROD_002,2019,1,29,27,capstone_data_complete
EMP244,PROD_002,2019,1,24,28,capstone_data_complete
EMP244,PROD_002,2019,1,36,29,capstone_data_complete
EMP244,PROD_002,2019,1,33,30,capstone_data_complete
EMP244,PROD_002,2019,1,33,31,capstone_data_complete
EMP244,PROD_002,2019,1,32,32,capstone_data_complete
EMP244,PROD_002,2019,1,38,33,capstone_data_complete
EMP244,PROD_002,2019,1,32,34,capstone_data_complete
EMP244,PROD_002,2019,1,30,35,capstone_data_complete
EMP244,PROD_002,2019,1,32,36,capstone_data_complete
EMP244,PROD_002,2019,1,34,37,capstone_data_complete
EMP244,PROD_002,2019,1,41,38,capstone_data_complete
EMP244,PROD_002,2019,1,47,39,capstone_data_complete
EMP244,PROD_002,2019,1,28,40,capstone_data_complete
EMP244,PROD_002,2019,1,26,41,capstone_data_complete
EMP244,PROD_002,2019,1,23,42,capstone_data_complete
EMP244,PROD_002,2019,1,38,43,capstone_data_complete
EMP244,PROD_002,2019,1,36,44,capstone_data_complete
EMP244,PROD_002,2019,1,40,45,capstone_data_complete
EMP244,PROD_002,2019,1,44,46,capstone_data_complete
EMP244,PROD_002,2019,1,39,47,capstone_data_complete
EMP244,PROD_002,2019,1,37,48,capstone_data_complete
EMP244,PROD_002,2019,1,24,49,capstone_data_complete
EMP244,PROD_002,2019,1,27,50,capstone_data_complete
EMP244,PROD_002,2019,1,22,51,capstone_data_complete
EMP267,PROD_003,2020,1,32,0,capstone_data_complete
EMP267,PROD_003,2020,1,41,1,capstone_data_complete
EMP267,PROD_003,2020,1,50,2,capstone_data_complete
EMP267,PROD_003,2020,1,35,3,capstone_data_complete
EMP267,PROD_003,2020,1,36,4,capstone_data_complete
EMP267,PROD_003,2020,1,35,5,capstone_data_complete
EMP267,PROD_003,2020,1,41,6,capstone_data_complete
EMP267,PROD_003,2020,1,33,7,capstone_data_complete
EMP267,PROD_003,2020,1,32,8,capstone_data_complete
EMP267,PROD_003,2020,1,34,9,capstone_data_complete
EMP267,PROD_003,2020,1,38,10,capstone_data_complete
EMP267,PROD_003,2020,1,29,11,capstone_data_complete
EMP267,PROD_003,2020,1,42,12,capstone_data_complete
EMP267,PROD_003,2020,1,52,13,capstone_data_complete
EMP267,PROD_003,2020,1,57,14,capstone_data_complete
EMP267,PROD_003,2020,1,31,15,capstone_data_complete
EMP267,PROD_003,2020,1,34,16,capstone_data_complete
EMP267,PROD_003,2020,1,24,17,capstone_data_complete
EMP267,PROD_003,2020,1,30,18,capstone_data_complete
EMP267,PROD_003,2020,1,38,19,capstone_data_complete
EMP267,PROD_003,2020,1,42,20,capstone_data_complete
EMP267,PROD_003,2020,1,39,21,capstone_data_complete
EMP267,PROD_003,2020,1,50,22,capstone_data_complete
EMP267,PROD_003,2020,1,30,23,capstone_data_complete
EMP267,PROD_003,2020,1,26,24,capstone_data_complete
EMP267,PROD_003,2020,1,36,25,capstone_data_complete
EMP267,PROD_003,2020,1,37,26,capstone_data_complete
EMP267,PROD_003,2020,1,25,27,capstone_data_complete
EMP267,PROD_003,2020,1,31,28,capstone_data_complete
EMP267,PROD_003,2020,1,22,29,capstone_data_complete
EMP267,PROD_003,2020,1,19,30,capstone_data_complete
EMP267,PROD_003,2020,1,40,31,capstone_data_complete
EMP267,PROD_003,2020,1,43,32,capstone_data_complete
EMP267,PROD_003,2020,1,19,33,capstone_data_complete
EMP267,PROD_003,2020,1,33,34,capstone_data_complete
EMP267,PROD_003,2020,1,38,35,capstone_data_complete
EMP267,PROD_003,2020,1,55,36,capstone_data_complete
EMP267,PROD_003,2020,1,33,37,capstone_data_complete
EMP267,PROD_003,2020,1,43,38,capstone_data_complete
EMP267,PROD_003,2020,1,39,39,capstone_data_complete
EMP267,PROD_003,2020,1,29,40,capstone_data_complete
EMP267,PROD_003,2020,1,45,41,capstone_data_complete
EMP267,PROD_003,2020,1,25,42,capstone_data_complete
EMP267,PROD_003,2020,1,32,43,capstone_data_complete
EMP267,PROD_003,2020,1,37,44,capstone_data_complete
EMP267,PROD_003,2020,1,33,45,capstone_data_complete
EMP267,PROD_003,2020,1,35,46,capstone_data_complete
EMP267,PROD_003,2020,1,31,47,capstone_data_complete
EMP267,PROD_003,2020,1,45,48,capstone_data_complete
EMP267,PROD_003,2020,1,32,49,capstone_data_complete
EMP267,PROD_003,2020,1,27,50,capstone_data_complete
EMP267,PROD_003,2020,1,26,51,capstone_data_complete
EMP267,PROD_003,2019,1,21,0,capstone_data_complete
EMP267,PROD_003,2019,1,36,1,capstone_data_complete
EMP267,PROD_003,2019,1,44,2,capstone_data_complete
EMP267,PROD_003,2019,1,47,3,capstone_data_complete
EMP267,PROD_003,2019,1,26,4,capstone_data_complete
EMP267,PROD_003,2019,1,33,5,capstone_data_complete
EMP267,PROD_003,2019,1,30,6,capstone_data_complete
EMP267,PROD_003,2019,1,27,7,capstone_data_complete
EMP267,PROD_003,2019,1,37,8,capstone_data_complete
EMP267,PROD_003,2019,1,34,9,capstone_data_complete
EMP267,PROD_003,2019,1,41,10,capstone_data_complete
EMP267,PROD_003,2019,1,45,11,capstone_data_complete
EMP267,PROD_003,2019,1,41,12,capstone_data_complete
EMP267,PROD_003,2019,1,36,13,capstone_data_complete
EMP267,PROD_003,2019,1,37,14,capstone_data_complete
EMP267,PROD_003,2019,1,43,15,capstone_data_complete
EMP267,PROD_003,2019,1,44,16,capstone_data_complete
EMP267,PROD_003,2019,1,44,17,capstone_data_complete
EMP267,PROD_003,2019,1,35,18,capstone_data_complete
EMP267,PROD_003,2019,1,33,19,capstone_data_complete
EMP267,PROD_003,2019,1,52,20,capstone_data_complete
EMP267,PROD_003,2019,1,40,21,capstone_data_complete
EMP267,PROD_003,2019,1,48,22,capstone_data_complete
EMP267,PROD_003,2019,1,30,23,capstone_data_complete
EMP267,PROD_003,2019,1,36,24,capstone_data_complete
EMP267,PROD_003,2019,1,23,25,capstone_data_complete
EMP267,PROD_003,2019,1,28,26,capstone_data_complete
EMP267,PROD_003,2019,1,22,27,capstone_data_complete
EMP267,PROD_003,2019,1,39,28,capstone_data_complete
EMP267,PROD_003,2019,1,35,29,capstone_data_complete
EMP267,PROD_003,2019,1,17,30,capstone_data_complete
EMP267,PROD_003,2019,1,40,31,capstone_data_complete
EMP267,PROD_003,2019,1,43,32,capstone_data_complete
EMP267,PROD_003,2019,1,36,33,capstone_data_complete
EMP267,PROD_003,2019,1,37,34,capstone_data_complete
EMP267,PROD_003,2019,1,46,35,capstone_data_complete
EMP267,PROD_003,2019,1,30,36,capstone_data_complete
EMP267,PROD_003,2019,1,35,37,capstone_data_complete
EMP267,PROD_003,2019,1,39,38,capstone_data_complete
EMP267,PROD_003,2019,1,38,39,capstone_data_complete
EMP267,PROD_003,2019,1,36,40,capstone_data_complete
EMP267,PROD_003,2019,1,28,41,capstone_data_complete
EMP267,PROD_003,2019,1,29,42,capstone_data_complete
EMP267,PROD_003,2019,1,29,43,capstone_data_complete
EMP267,PROD_003,2019,1,35,44,capstone_data_complete
EMP267,PROD_003,2019,1,41,45,capstone_data_complete
EMP267,PROD_003,2019,1,30,46,capstone_data_complete
EMP267,PROD_003,2019,1,31,47,capstone_data_complete
EMP267,PROD_003,2019,1,35,48,capstone_data_complete
EMP267,PROD_003,2019,1,38,49,capstone_data_complete
EMP267,PROD_003,2019,1,30,50,capstone_data_complete
EMP267,PROD_003,2019,1,22,51,capstone_data_complete
EMP267,PROD_001,2020,1,34,0,capstone_data_complete
EMP267,PROD_001,2020,1,37,1,capstone_data_complete
EMP267,PROD_001,2020,1,26,2,capstone_data_complete
EMP267,PROD_001,2020,1,27,3,capstone_data_complete
EMP267,PROD_001,2020,1,49,4,capstone_data_complete
EMP267,PROD_001,2020,1,48,5,capstone_data_complete
EMP267,PROD_001,2020,1,36,6,capstone_data_complete
EMP267,PROD_001,2020,1,34,7,capstone_data_complete
EMP267,PROD_001,2020,1,28,8,capstone_data_complete
EMP267,PROD_001,2020,1,41,9,capstone_data_complete
EMP267,PROD_001,2020,1,41,10,capstone_data_complete
EMP267,PROD_001,2020,1,35,11,capstone_data_complete
EMP267,PROD_001,2020,1,29,12,capstone_data_complete
EMP267,PROD_001,2020,1,42,13,capstone_data_complete
EMP267,PROD_001,2020,1,41,14,capstone_data_complete
EMP267,PROD_001,2020,1,31,15,capstone_data_complete
EMP267,PROD_001,2020,1,38,16,capstone_data_complete
EMP267,PROD_001,2020,1,27,17,capstone_data_complete
EMP267,PROD_001,2020,1,36,18,capstone_data_complete
EMP267,PROD_001,2020,1,36,19,capstone_data_complete
EMP267,PROD_001,2020,1,39,20,capstone_data_complete
EMP267,PROD_001,2020,1,42,21,capstone_data_complete
EMP267,PROD_001,2020,1,35,22,capstone_data_complete
EMP267,PROD_001,2020,1,38,23,capstone_data_complete
EMP267,PROD_001,2020,1,35,24,capstone_data_complete
EMP267,PROD_001,2020,1,24,25,capstone_data_complete
EMP267,PROD_001,2020,1,32,26,capstone_data_complete
EMP267,PROD_001,2020,1,32,27,capstone_data_complete
EMP267,PROD_001,2020,1,41,28,capstone_data_complete
EMP267,PROD_001,2020,1,33,29,capstone_data_complete
EMP267,PROD_001,2020,1,32,30,capstone_data_complete
EMP267,PROD_001,2020,1,29,31,capstone_data_complete
EMP267,PROD_001,2020,1,45,32,capstone_data_complete
EMP267,PROD_001,2020,1,26,33,capstone_data_complete
EMP267,PROD_001,2020,1,26,34,capstone_data_complete
EMP267,PROD_001,2020,1,35,35,capstone_data_complete
EMP267,PROD_001,2020,1,34,36,capstone_data_complete
EMP267,PROD_001,2020,1,40,37,capstone_data_complete
EMP267,PROD_001,2020,1,33,38,capstone_data_complete
EMP267,PROD_001,2020,1,42,39,capstone_data_complete
EMP267,PROD_001,2020,1,35,40,capstone_data_complete
EMP267,PROD_001,2020,1,37,41,capstone_data_complete
EMP267,PROD_001,2020,1,43,42,capstone_data_complete
EMP267,PROD_001,2020,1,33,43,capstone_data_complete
EMP267,PROD_001,2020,1,28,44,capstone_data_complete
EMP267,PROD_001,2020,1,25,45,capstone_data_complete
EMP267,PROD_001,2020,1,31,46,capstone_data_complete
EMP267,PROD_001,2020,1,44,47,capstone_data_complete
EMP267,PROD_001,2020,1,24,48,capstone_data_complete
EMP267,PROD_001,2020,1,25,49,capstone_data_complete
EMP267,PROD_001,2020,1,43,50,capstone_data_complete
EMP267,PROD_001,2020,1,28,51,capstone_data_complete
EMP267,PROD_001,2019,1,32,0,capstone_data_complete
EMP267,PROD_001,2019,1,48,1,capstone_data_complete
EMP267,PROD_001,2019,1,44,2,capstone_data_complete
EMP267,PROD_001,2019,1,40,3,capstone_data_complete
EMP267,PROD_001,2019,1,31,4,capstone_data_complete
EMP267,PROD_001,2019,1,40,5,capstone_data_complete
EMP267,PROD_001,2019,1,30,6,capstone_data_complete
EMP267,PROD_001,2019,1,45,7,capstone_data_complete
EMP267,PROD_001,2019,1,40,8,capstone_data_complete
EMP267,PROD_001,2019,1,29,9,capstone_data_complete
EMP267,PROD_001,2019,1,45,10,capstone_data_complete
EMP267,PROD_001,2019,1,32,11,capstone_data_complete
EMP267,PROD_001,2019,1,37,12,capstone_data_complete
EMP267,PROD_001,2019,1,36,13,capstone_data_complete
EMP267,PROD_001,2019,1,43,14,capstone_data_complete
EMP267,PROD_001,2019,1,36,15,capstone_data_complete
EMP267,PROD_001,2019,1,34,16,capstone_data_complete
EMP267,PROD_001,2019,1,42,17,capstone_data_complete
EMP267,PROD_001,2019,1,50,18,capstone_data_complete
EMP267,PROD_001,2019,1,36,19,capstone_data_complete
EMP267,PROD_001,2019,1,44,20,capstone_data_complete
EMP267,PROD_001,2019,1,31,21,capstone_data_complete
EMP267,PROD_001,2019,1,50,22,capstone_data_complete
EMP267,PROD_001,2019,1,35,23,capstone_data_complete
EMP267,PROD_001,2019,1,26,24,capstone_data_complete
EMP267,PROD_001,2019,1,27,25,capstone_data_complete
EMP267,PROD_001,2019,1,23,26,capstone_data_complete
EMP267,PROD_001,2019,1,32,27,capstone_data_complete
EMP267,PROD_001,2019,1,37,28,capstone_data_complete
EMP267,PROD_001,2019,1,19,29,capstone_data_complete
EMP267,PROD_001,2019,1,40,30,capstone_data_complete
EMP267,PROD_001,2019,1,34,31,capstone_data_complete
EMP267,PROD_001,2019,1,29,32,capstone_data_complete
EMP267,PROD_001,2019,1,38,33,capstone_data_complete
EMP267,PROD_001,2019,1,42,34,capstone_data_complete
EMP267,PROD_001,2019,1,35,35,capstone_data_complete
EMP267,PROD_001,2019,1,28,36,capstone_data_complete
EMP267,PROD_001,2019,1,29,37,capstone_data_complete
EMP267,PROD_001,2019,1,32,38,capstone_data_complete
EMP267,PROD_001,2019,1,29,39,capstone_data_complete
EMP267,PROD_001,2019,1,26,40,capstone_data_complete
EMP267,PROD_001,2019,1,23,41,capstone_data_complete
EMP267,PROD_001,2019,1,32,42,capstone_data_complete
EMP267,PROD_001,2019,1,33,43,capstone_data_complete
EMP267,PROD_001,2019,1,30,44,capstone_data_complete
EMP267,PROD_001,2019,1,44,45,capstone_data_complete
EMP267,PROD_001,2019,1,47,46,capstone_data_complete
EMP267,PROD_001,2019,1,37,47,capstone_data_complete
EMP267,PROD_001,2019,1,18,48,capstone_data_complete
EMP267,PROD_001,2019,1,36,49,capstone_data_complete
EMP267,PROD_001,2019,1,23,50,capstone_data_complete
EMP267,PROD_001,2019,1,25,51,capstone_data_complete
EMP267,PROD_004,2020,1,31,0,capstone_data_complete
EMP267,PROD_004,2020,1,35,1,capstone_data_complete
EMP267,PROD_004,2020,1,36,2,capstone_data_complete
EMP267,PROD_004,2020,1,44,3,capstone_data_complete
EMP267,PROD_004,2020,1,36,4,capstone_data_complete
EMP267,PROD_004,2020,1,38,5,capstone_data_complete
EMP267,PROD_004,2020,1,36,6,capstone_data_complete
EMP267,PROD_004,2020,1,39,7,capstone_data_complete
EMP267,PROD_004,2020,1,47,8,capstone_data_complete
EMP267,PROD_004,2020,1,39,9,capstone_data_complete
EMP267,PROD_004,2020,1,24,10,capstone_data_complete
EMP267,PROD_004,2020,1,29,11,capstone_data_complete
EMP267,PROD_004,2020,1,46,12,capstone_data_complete
EMP267,PROD_004,2020,1,38,13,capstone_data_complete
EMP267,PROD_004,2020,1,34,14,capstone_data_complete
EMP267,PROD_004,2020,1,26,15,capstone_data_complete
EMP267,PROD_004,2020,1,36,16,capstone_data_complete
EMP267,PROD_004,2020,1,41,17,capstone_data_complete
EMP267,PROD_004,2020,1,57,18,capstone_data_complete
EMP267,PROD_004,2020,1,42,19,capstone_data_complete
EMP267,PROD_004,2020,1,46,20,capstone_data_complete
EMP267,PROD_004,2020,1,31,21,capstone_data_complete
EMP267,PROD_004,2020,1,37,22,capstone_data_complete
EMP267,PROD_004,2020,1,40,23,capstone_data_complete
EMP267,PROD_004,2020,1,27,24,capstone_data_complete
EMP267,PROD_004,2020,1,32,25,capstone_data_complete
EMP267,PROD_004,2020,1,23,26,capstone_data_complete
EMP267,PROD_004,2020,1,28,27,capstone_data_complete
EMP267,PROD_004,2020,1,30,28,capstone_data_complete
EMP267,PROD_004,2020,1,28,29,capstone_data_complete
EMP267,PROD_004,2020,1,31,30,capstone_data_complete
EMP267,PROD_004,2020,1,47,31,capstone_data_complete
EMP267,PROD_004,2020,1,30,32,capstone_data_complete
EMP267,PROD_004,2020,1,30,33,capstone_data_complete
EMP267,PROD_004,2020,1,41,34,capstone_data_complete
EMP267,PROD_004,2020,1,25,35,capstone_data_complete
EMP267,PROD_004,2020,1,22,36,capstone_data_complete
EMP267,PROD_004,2020,1,32,37,capstone_data_complete
EMP267,PROD_004,2020,1,29,38,capstone_data_complete
EMP267,PROD_004,2020,1,32,39,capstone_data_complete
EMP267,PROD_004,2020,1,32,40,capstone_data_complete
EMP267,PROD_004,2020,1,42,41,capstone_data_complete
EMP267,PROD_004,2020,1,30,42,capstone_data_complete
EMP267,PROD_004,2020,1,35,43,capstone_data_complete
EMP267,PROD_004,2020,1,32,44,capstone_data_complete
EMP267,PROD_004,2020,1,28,45,capstone_data_complete
EMP267,PROD_004,2020,1,30,46,capstone_data_complete
EMP267,PROD_004,2020,1,41,47,capstone_data_complete
EMP267,PROD_004,2020,1,40,48,capstone_data_complete
EMP267,PROD_004,2020,1,39,49,capstone_data_complete
EMP267,PROD_004,2020,1,38,50,capstone_data_complete
EMP267,PROD_004,2020,1,21,51,capstone_data_complete
EMP267,PROD_004,2019,1,37,0,capstone_data_complete
EMP267,PROD_004,2019,1,28,1,capstone_data_complete
EMP267,PROD_004,2019,1,42,2,capstone_data_complete
EMP267,PROD_004,2019,1,38,3,capstone_data_complete
EMP267,PROD_004,2019,1,37,4,capstone_data_complete
EMP267,PROD_004,2019,1,35,5,capstone_data_complete
EMP267,PROD_004,2019,1,42,6,capstone_data_complete
EMP267,PROD_004,2019,1,36,7,capstone_data_complete
EMP267,PROD_004,2019,1,30,8,capstone_data_complete
EMP267,PROD_004,2019,1,48,9,capstone_data_complete
EMP267,PROD_004,2019,1,28,10,capstone_data_complete
EMP267,PROD_004,2019,1,39,11,capstone_data_complete
EMP267,PROD_004,2019,1,32,12,capstone_data_complete
